HoursPosted,timePosted 24hr,day posted,mediatype,sentiment,likes,isAd,comments,views,ratioLikesToHoursPosted,ratioVideoViewToHoursPosted,ratioCommentsToHoursPosted,noOfHashtags,noOfMentions,noOfFollowers,noOfFollowees
679,5,Thursday,GraphSidecar,positive,3582,False,105,0,5.27540500736377,0,0.15463917525773196,1,0,2470992,0
679,5,Thursday,GraphImage,neutral,19744,False,619,0,29.078055964653903,0,0.9116347569955817,1,0,2470992,0
679,5,Thursday,GraphImage,negative,20254,False,2949,0,29.82916053019146,0,4.343151693667157,1,0,2470992,0
687,21,Wednesday,GraphImage,neutral,1927,True,0,0,2.8049490538573507,0,0.0,2,1,2470992,0
688,20,Wednesday,GraphVideo,positive,41281,False,3853,377846,60.00145348837209,549.1947674418604,5.600290697674419,2,0,2470992,0
688,19,Wednesday,GraphImage,negative,8271,False,493,0,12.021802325581396,0,0.7165697674418605,1,0,2470992,0
693,15,Wednesday,GraphVideo,positive,2631,True,110,38965,3.7965367965367967,56.22655122655123,0.15873015873015872,0,1,2470992,0
693,15,Wednesday,GraphImage,negative,12379,False,1171,0,17.862914862914863,0,1.6897546897546898,1,0,2470992,0
693,14,Wednesday,GraphVideo,neutral,53341,False,3331,398034,76.97113997113998,574.3636363636364,4.806637806637807,1,0,2470992,0
696,12,Wednesday,GraphVideo,negative,14724,False,1202,204209,21.155172413793103,293.4037356321839,1.7270114942528736,0,0,2470992,0
696,11,Wednesday,GraphImage,negative,13626,False,849,0,19.57758620689655,0,1.2198275862068966,1,0,2470992,0
698,10,Wednesday,GraphSidecar,positive,3064,False,0,0,4.389684813753582,0,0.0,0,2,2470992,0
698,10,Wednesday,GraphVideo,neutral,17605,False,1329,179249,25.222063037249285,256.80372492836676,1.9040114613180517,1,0,2470992,0
703,5,Wednesday,GraphImage,negative,10771,False,1607,0,15.321479374110954,0,2.2859174964438123,1,0,2470992,0
712,20,Tuesday,GraphSidecar,neutral,5628,True,348,0,7.904494382022472,0,0.4887640449438202,0,2,2470992,0
712,20,Tuesday,GraphSidecar,neutral,26154,False,4330,0,36.73314606741573,0,6.081460674157303,0,0,2470992,0
712,19,Tuesday,GraphImage,negative,25194,False,3497,0,35.38483146067416,0,4.911516853932584,0,0,2470992,0
713,18,Tuesday,GraphVideo,positive,2515,True,118,53300,3.527349228611501,74.75455820476859,0.16549789621318373,2,1,2470992,0
717,14,Tuesday,GraphVideo,neutral,3955,True,575,86013,5.516039051603905,119.9623430962343,0.8019525801952581,0,3,2470992,0
718,14,Tuesday,GraphImage,neutral,80642,False,4936,0,112.31476323119777,0,6.874651810584958,2,0,2470992,0
718,14,Tuesday,GraphImage,neutral,15075,False,2249,0,20.9958217270195,0,3.132311977715877,0,0,2470992,0
719,13,Tuesday,GraphVideo,neutral,1855,False,67,33470,2.579972183588317,46.55076495132128,0.09318497913769123,3,0,2470992,0
