HoursPosted,timePosted 24hr,day posted,mediatype,sentiment,likes,isAd,comments,views,ratioLikesToHoursPosted,ratioVideoViewToHoursPosted,ratioCommentsToHoursPosted,noOfHashtags,noOfMentions,noOfFollowers,noOfFollowees
312,11,Friday,GraphSidecar,neutral,1767,True,35,0,5.663461538461538,0,0.11217948717948718,0,2,2470992,0
313,11,Friday,GraphVideo,negative,22626,False,1109,201380,72.28753993610223,643.3865814696486,3.5431309904153356,1,0,2470992,0
313,11,Friday,GraphSidecar,neutral,14731,False,1610,0,47.063897763578275,0,5.143769968051118,0,0,2470992,0
314,9,Friday,GraphVideo,positive,3136,False,157,35514,9.987261146496815,113.10191082802548,0.5,1,1,2470992,0
314,9,Friday,GraphImage,neutral,24202,False,2586,0,77.07643312101911,0,8.235668789808917,1,0,2470992,0
314,9,Friday,GraphVideo,neutral,34798,False,8029,372211,110.82165605095541,1185.3853503184714,25.570063694267517,0,1,2470992,0
315,8,Friday,GraphSidecar,positive,3222,True,71,0,10.228571428571428,0,0.2253968253968254,0,3,2470992,0
315,8,Friday,GraphVideo,neutral,11074,False,947,206546,35.15555555555556,655.7015873015873,3.0063492063492063,1,0,2470992,0
316,8,Friday,GraphImage,neutral,20361,False,2504,0,64.43354430379746,0,7.924050632911392,1,0,2470992,0
317,7,Friday,GraphVideo,negative,6912,False,373,67656,21.80441640378549,213.42586750788644,1.1766561514195584,0,2,2470992,0
317,6,Friday,GraphImage,neutral,25942,False,3415,0,81.83596214511041,0,10.772870662460567,0,0,2470992,0
317,6,Friday,GraphImage,neutral,11882,False,884,0,37.48264984227129,0,2.7886435331230284,0,0,2470992,0
318,5,Friday,GraphVideo,neutral,3108,False,200,51197,9.773584905660377,160.99685534591194,0.6289308176100629,2,0,2470992,0
318,5,Friday,GraphVideo,negative,16596,False,1448,226121,52.18867924528302,711.0723270440252,4.553459119496855,1,0,2470992,0
319,5,Friday,GraphImage,negative,9948,False,1029,0,31.184952978056426,0,3.225705329153605,0,0,2470992,0
325,22,Thursday,GraphImage,neutral,1338,True,0,0,4.116923076923077,0,0.0,2,1,2470992,0
326,21,Thursday,GraphVideo,positive,90613,False,8949,522989,277.9539877300613,1604.260736196319,27.450920245398773,0,0,2470992,0
327,21,Thursday,GraphVideo,neutral,28230,False,5423,305803,86.3302752293578,935.1773700305811,16.584097859327215,0,1,2470992,0
327,20,Thursday,GraphVideo,negative,34257,False,4580,412064,104.76146788990826,1260.1345565749236,14.00611620795107,0,0,2470992,0
327,20,Thursday,GraphImage,positive,24294,False,2410,0,74.29357798165138,0,7.370030581039756,1,0,2470992,0
328,19,Thursday,GraphSidecar,positive,7754,False,628,0,23.640243902439025,0,1.9146341463414633,0,5,2470992,0
329,19,Thursday,GraphImage,neutral,19307,False,648,0,58.6838905775076,0,1.9696048632218845,2,0,2470992,0
329,18,Thursday,GraphImage,neutral,42628,False,7015,0,129.56838905775075,0,21.322188449848024,3,0,2470992,0
330,17,Thursday,GraphVideo,neutral,11357,False,686,107946,34.415151515151514,327.1090909090909,2.0787878787878786,2,19,2470992,0
330,17,Thursday,GraphVideo,neutral,15340,False,1537,233759,46.484848484848484,708.3606060606061,4.657575757575757,1,0,2470992,0
331,17,Thursday,GraphImage,negative,13587,False,845,0,41.04833836858006,0,2.5528700906344413,1,0,2470992,0
332,15,Thursday,GraphSidecar,neutral,3003,True,0,0,9.045180722891565,0,0.0,1,3,2470992,0
332,15,Thursday,GraphImage,positive,15492,False,2188,0,46.66265060240964,0,6.590361445783133,0,0,2470992,0
333,15,Thursday,GraphImage,neutral,28479,False,2570,0,85.52252252252252,0,7.717717717717718,1,0,2470992,0
334,14,Thursday,GraphVideo,positive,2563,False,191,36009,7.673652694610778,107.81137724550898,0.5718562874251497,0,20,2470992,0
334,14,Thursday,GraphImage,neutral,44074,False,2946,0,131.95808383233532,0,8.820359281437126,0,0,2470992,0
334,13,Thursday,GraphVideo,positive,18934,False,1298,220715,56.68862275449102,660.8233532934132,3.8862275449101795,1,0,2470992,0
335,12,Thursday,GraphVideo,neutral,3846,False,278,59709,11.480597014925372,178.23582089552238,0.8298507462686567,1,0,2470992,0
335,12,Thursday,GraphImage,negative,23838,False,2934,0,71.15820895522388,0,8.75820895522388,0,0,2470992,0
336,12,Thursday,GraphVideo,neutral,4885,False,875,109963,14.538690476190476,327.2708333333333,2.6041666666666665,0,0,2470992,0
337,11,Thursday,GraphImage,neutral,2826,True,84,0,8.385756676557863,0,0.24925816023738873,26,53,2470992,0
337,11,Thursday,GraphImage,neutral,9763,False,1593,0,28.97032640949555,0,4.72700296735905,0,0,2470992,0
337,10,Thursday,GraphVideo,negative,31827,False,3749,302729,94.44213649851632,898.3056379821959,11.124629080118694,2,0,2470992,0
338,9,Thursday,GraphVideo,neutral,3990,True,528,64228,11.804733727810651,190.02366863905326,1.5621301775147929,0,1,2470992,0
338,9,Thursday,GraphImage,neutral,11946,False,1464,0,35.34319526627219,0,4.331360946745562,1,0,2470992,0
339,9,Thursday,GraphImage,negative,15557,False,1045,0,45.89085545722714,0,3.0825958702064895,0,0,2470992,0
339,8,Thursday,GraphVideo,neutral,1900,False,84,35646,5.6047197640118,105.15044247787611,0.24778761061946902,0,2,2470992,0
340,8,Thursday,GraphImage,neutral,30985,False,6483,0,91.13235294117646,0,19.06764705882353,0,0,2470992,0
340,7,Thursday,GraphImage,negative,12247,False,874,0,36.02058823529412,0,2.570588235294118,1,0,2470992,0
341,6,Thursday,GraphImage,neutral,4785,True,288,0,14.03225806451613,0,0.844574780058651,0,1,2470992,0
341,6,Thursday,GraphVideo,neutral,25884,False,4301,286629,75.90615835777126,840.5542521994134,12.612903225806452,0,0,2470992,0
342,6,Thursday,GraphImage,neutral,24515,False,4818,0,71.68128654970761,0,14.087719298245615,1,0,2470992,0
342,5,Thursday,GraphImage,neutral,14336,False,694,0,41.91812865497076,0,2.0292397660818713,0,0,2470992,0
343,5,Thursday,GraphImage,negative,18187,False,1390,0,53.02332361516035,0,4.052478134110787,3,0,2470992,0
343,5,Thursday,GraphImage,neutral,26843,False,2340,0,78.25947521865889,0,6.822157434402333,2,0,2470992,0
349,22,Wednesday,GraphImage,neutral,1454,True,0,0,4.166189111747851,0,0.0,2,1,2470992,0
352,20,Wednesday,GraphVideo,positive,1468,False,0,21433,4.170454545454546,60.88920454545455,0.0,0,2,2470992,0
352,19,Wednesday,GraphSidecar,neutral,19116,False,1743,0,54.30681818181818,0,4.951704545454546,0,0,2470992,0
352,19,Wednesday,GraphImage,negative,33826,False,4420,0,96.0965909090909,0,12.556818181818182,1,0,2470992,0
353,18,Wednesday,GraphSidecar,positive,5182,False,466,0,14.679886685552407,0,1.320113314447592,0,2,2470992,0
354,18,Wednesday,GraphVideo,neutral,73643,False,9819,452186,208.0310734463277,1277.361581920904,27.73728813559322,1,0,2470992,0
354,18,Wednesday,GraphImage,negative,8649,False,1679,0,24.43220338983051,0,4.742937853107344,1,0,2470992,0
355,16,Wednesday,GraphVideo,neutral,6294,False,384,58641,17.729577464788733,165.18591549295775,1.0816901408450703,0,1,2470992,0
355,16,Wednesday,GraphImage,negative,10324,False,570,0,29.08169014084507,0,1.6056338028169015,1,0,2470992,0
355,16,Wednesday,GraphImage,negative,17685,False,2090,0,49.816901408450704,0,5.887323943661972,3,0,2470992,0
356,15,Wednesday,GraphVideo,neutral,6589,False,1111,119076,18.508426966292134,334.4831460674157,3.1207865168539324,0,6,2470992,0
357,15,Wednesday,GraphVideo,neutral,11070,False,674,154679,31.008403361344538,433.27450980392155,1.887955182072829,2,0,2470992,0
357,14,Wednesday,GraphImage,neutral,17199,False,1954,0,48.1764705882353,0,5.473389355742297,3,0,2470992,0
358,13,Wednesday,GraphSidecar,neutral,5889,True,150,0,16.449720670391063,0,0.41899441340782123,0,1,2470992,0
358,13,Wednesday,GraphImage,negative,22937,False,1277,0,64.06983240223464,0,3.5670391061452515,1,0,2470992,0
358,13,Wednesday,GraphImage,neutral,23170,False,783,0,64.72067039106145,0,2.1871508379888267,2,0,2470992,0
359,12,Wednesday,GraphSidecar,neutral,6831,False,169,0,19.027855153203344,0,0.47075208913649025,0,3,2470992,0
360,12,Wednesday,GraphVideo,neutral,21512,False,2834,209856,59.75555555555555,582.9333333333333,7.872222222222222,1,0,2470992,0
360,11,Wednesday,GraphImage,neutral,43029,False,5647,0,119.525,0,15.686111111111112,2,0,2470992,0
361,11,Wednesday,GraphVideo,neutral,1968,True,69,37689,5.4515235457063715,104.4016620498615,0.19113573407202217,2,1,2470992,0
361,10,Wednesday,GraphVideo,positive,34479,False,1900,319809,95.50969529085873,885.8975069252077,5.2631578947368425,0,0,2470992,0
361,10,Wednesday,GraphVideo,neutral,43347,False,5440,297017,120.07479224376732,822.7617728531856,15.069252077562327,1,0,2470992,0
362,9,Wednesday,GraphVideo,neutral,9941,False,154,122262,27.46132596685083,337.7403314917127,0.425414364640884,3,28,2470992,0
363,9,Wednesday,GraphImage,neutral,12731,False,1003,0,35.07162534435262,0,2.763085399449036,1,0,2470992,0
363,9,Wednesday,GraphSidecar,neutral,49150,False,13567,0,135.39944903581267,0,37.37465564738292,2,0,2470992,0
364,8,Wednesday,GraphVideo,neutral,3405,False,84,43056,9.354395604395604,118.28571428571429,0.23076923076923078,0,3,2470992,0
364,8,Wednesday,GraphImage,neutral,15474,False,2518,0,42.510989010989015,0,6.917582417582418,1,0,2470992,0
364,7,Wednesday,GraphSidecar,positive,17982,False,3220,0,49.4010989010989,0,8.846153846153847,1,0,2470992,0
365,6,Wednesday,GraphSidecar,neutral,14786,False,836,0,40.50958904109589,0,2.2904109589041095,3,0,2470992,0
365,6,Wednesday,GraphVideo,negative,10640,False,687,140825,29.15068493150685,385.82191780821915,1.8821917808219177,2,0,2470992,0
366,6,Wednesday,GraphImage,neutral,27683,False,3603,0,75.63661202185793,0,9.844262295081966,0,0,2470992,0
366,5,Wednesday,GraphImage,neutral,3065,False,130,0,8.37431693989071,0,0.3551912568306011,0,0,2470992,0
367,5,Wednesday,GraphImage,negative,8375,False,667,0,22.82016348773842,0,1.8174386920980927,2,0,2470992,0
367,5,Wednesday,GraphSidecar,neutral,22527,False,2334,0,61.381471389645775,0,6.359673024523161,2,0,2470992,0
374,22,Tuesday,GraphImage,neutral,2752,True,0,0,7.358288770053476,0,0.0,2,1,2470992,0
375,21,Tuesday,GraphVideo,positive,3230,True,1558,75784,8.613333333333333,202.09066666666666,4.1546666666666665,0,0,2470992,0
375,20,Tuesday,GraphSidecar,negative,14127,False,1083,0,37.672,0,2.888,0,0,2470992,0
376,20,Tuesday,GraphImage,neutral,36244,False,4503,0,96.3936170212766,0,11.976063829787234,1,0,2470992,0
377,19,Tuesday,GraphSidecar,positive,23063,False,1306,0,61.175066312997345,0,3.4641909814323606,0,2,2470992,0
377,18,Tuesday,GraphVideo,negative,15978,False,1371,222076,42.38196286472149,589.0610079575597,3.636604774535809,1,0,2470992,0
377,18,Tuesday,GraphImage,neutral,12031,False,803,0,31.912466843501328,0,2.129973474801061,1,0,2470992,0
378,17,Tuesday,GraphVideo,neutral,2262,True,142,47573,5.984126984126984,125.85449735449735,0.37566137566137564,0,5,2470992,0
379,17,Tuesday,GraphVideo,negative,15396,False,1644,240532,40.62269129287599,634.6490765171504,4.337730870712401,1,0,2470992,0
379,16,Tuesday,GraphImage,negative,19667,False,3158,0,51.891820580474935,0,8.33245382585752,0,0,2470992,0
380,15,Tuesday,GraphVideo,neutral,6774,False,345,82484,17.826315789473686,217.06315789473683,0.9078947368421053,2,19,2470992,0
380,15,Tuesday,GraphImage,negative,14542,False,1941,0,38.26842105263158,0,5.1078947368421055,0,0,2470992,0
381,15,Tuesday,GraphImage,neutral,11875,False,1883,0,31.167979002624673,0,4.942257217847769,0,0,2470992,0
382,14,Tuesday,GraphSidecar,positive,3831,False,77,0,10.028795811518325,0,0.20157068062827224,0,0,2470992,0
382,14,Tuesday,GraphImage,neutral,20084,False,1955,0,52.575916230366495,0,5.117801047120419,1,0,2470992,0
382,13,Tuesday,GraphImage,negative,10087,False,934,0,26.405759162303664,0,2.445026178010471,2,0,2470992,0
383,12,Tuesday,GraphSidecar,neutral,2414,True,97,0,6.302872062663186,0,0.25326370757180156,6,3,2470992,0
383,12,Tuesday,GraphImage,neutral,28274,False,3433,0,73.822454308094,0,8.963446475195822,0,0,2470992,0
384,12,Tuesday,GraphImage,neutral,53244,False,5382,0,138.65625,0,14.015625,3,0,2470992,0
385,11,Tuesday,GraphVideo,positive,23667,False,1120,246867,61.472727272727276,641.212987012987,2.909090909090909,0,1,2470992,0
385,11,Tuesday,GraphImage,neutral,8166,False,568,0,21.210389610389612,0,1.4753246753246754,1,0,2470992,0
385,10,Tuesday,GraphVideo,neutral,12441,False,2097,183825,32.31428571428572,477.46753246753246,5.4467532467532465,0,0,2470992,0
386,9,Tuesday,GraphVideo,neutral,5891,False,0,137324,15.261658031088082,355.7616580310881,0.0,1,2,2470992,0
386,9,Tuesday,GraphVideo,neutral,12427,False,905,179466,32.19430051813472,464.9378238341969,2.344559585492228,0,0,2470992,0
387,9,Tuesday,GraphImage,negative,36511,False,3853,0,94.34366925064599,0,9.956072351421188,0,0,2470992,0
387,8,Tuesday,GraphSidecar,positive,4924,False,92,0,12.723514211886306,0,0.23772609819121446,2,3,2470992,0
388,8,Tuesday,GraphImage,negative,16925,False,2263,0,43.621134020618555,0,5.832474226804123,0,0,2470992,0
388,7,Tuesday,GraphImage,neutral,34007,False,9148,0,87.64690721649484,0,23.577319587628867,0,0,2470992,0
389,6,Tuesday,GraphSidecar,positive,3889,False,164,0,9.997429305912597,0,0.42159383033419023,0,3,2470992,0
389,6,Tuesday,GraphImage,neutral,14796,False,2296,0,38.03598971722365,0,5.902313624678663,1,0,2470992,0
389,6,Tuesday,GraphSidecar,neutral,14505,False,1644,0,37.2879177377892,0,4.226221079691516,0,0,2470992,0
390,5,Tuesday,GraphVideo,neutral,3702,True,153,79728,9.492307692307692,204.43076923076924,0.3923076923076923,2,2,2470992,0
390,5,Tuesday,GraphSidecar,neutral,14679,False,2270,0,37.63846153846154,0,5.82051282051282,0,0,2470992,0
391,5,Tuesday,GraphImage,negative,8690,False,1117,0,22.225063938618927,0,2.8567774936061383,0,0,2470992,0
399,20,Monday,GraphVideo,positive,9255,False,251,129394,23.195488721804512,324.29573934837094,0.6290726817042607,4,2,2470992,0
400,20,Monday,GraphImage,negative,11973,False,1152,0,29.9325,0,2.88,0,0,2470992,0
400,20,Monday,GraphVideo,negative,52600,False,5773,505254,131.5,1263.135,14.4325,1,0,2470992,0
401,19,Monday,GraphImage,neutral,1501,True,0,0,3.743142144638404,0,0.0,2,1,2470992,0
401,18,Monday,GraphSidecar,neutral,10872,False,1148,0,27.112219451371573,0,2.86284289276808,2,0,2470992,0
401,18,Monday,GraphImage,negative,12792,False,957,0,31.900249376558605,0,2.3865336658354113,0,0,2470992,0
402,17,Monday,GraphVideo,positive,3349,False,112,65167,8.33084577114428,162.10696517412936,0.27860696517412936,7,2,2470992,0
402,17,Monday,GraphImage,neutral,7138,False,289,0,17.756218905472636,0,0.7189054726368159,0,0,2470992,0
403,17,Monday,GraphImage,negative,14679,False,1429,0,36.424317617866,0,3.5459057071960296,0,0,2470992,0
404,16,Monday,GraphSidecar,negative,4206,False,138,0,10.410891089108912,0,0.3415841584158416,0,0,2470992,0
404,16,Monday,GraphImage,neutral,22536,False,2739,0,55.78217821782178,0,6.77970297029703,0,0,2470992,0
404,15,Monday,GraphImage,negative,27846,False,3108,0,68.92574257425743,0,7.693069306930693,1,0,2470992,0
405,14,Monday,GraphVideo,negative,5176,False,413,57858,12.780246913580246,142.85925925925926,1.019753086419753,0,2,2470992,0
406,14,Monday,GraphImage,negative,30826,False,1197,0,75.92610837438424,0,2.9482758620689653,1,0,2470992,0
406,14,Monday,GraphImage,neutral,21505,False,2075,0,52.967980295566505,0,5.110837438423645,0,0,2470992,0
407,13,Monday,GraphSidecar,positive,4980,False,116,0,12.235872235872236,0,0.28501228501228504,0,2,2470992,0
407,12,Monday,GraphSidecar,neutral,26837,False,6739,0,65.93857493857494,0,16.55773955773956,0,0,2470992,0
407,12,Monday,GraphImage,negative,15161,False,3061,0,37.25061425061425,0,7.520884520884521,0,0,2470992,0
408,11,Monday,GraphSidecar,neutral,8216,True,291,0,20.137254901960784,0,0.7132352941176471,0,3,2470992,0
409,11,Monday,GraphImage,neutral,12809,False,1374,0,31.317848410757946,0,3.359413202933985,0,0,2470992,0
409,11,Monday,GraphSidecar,negative,15041,False,2731,0,36.775061124694375,0,6.677261613691932,0,0,2470992,0
410,10,Monday,GraphVideo,neutral,3941,True,204,49343,9.612195121951219,120.34878048780487,0.4975609756097561,2,8,2470992,0
410,9,Monday,GraphImage,neutral,27631,False,2633,0,67.39268292682927,0,6.421951219512195,0,0,2470992,0
410,9,Monday,GraphImage,negative,15811,False,1446,0,38.56341463414634,0,3.526829268292683,0,0,2470992,0
411,8,Monday,GraphSidecar,neutral,4191,False,456,0,10.197080291970803,0,1.1094890510948905,2,0,2470992,0
411,8,Monday,GraphImage,negative,17633,False,1613,0,42.90267639902677,0,3.9245742092457423,0,0,2470992,0
411,8,Monday,GraphImage,positive,17085,False,4270,0,41.56934306569343,0,10.389294403892944,0,0,2470992,0
413,7,Monday,GraphImage,neutral,5095,False,231,0,12.336561743341404,0,0.559322033898305,3,5,2470992,0
413,7,Monday,GraphVideo,negative,17127,False,1244,236596,41.469733656174334,572.8716707021791,3.0121065375302662,0,0,2470992,0
413,6,Monday,GraphImage,neutral,10679,False,488,0,25.857142857142858,0,1.181598062953995,1,0,2470992,0
414,5,Monday,GraphImage,positive,2154,True,115,0,5.202898550724638,0,0.2777777777777778,0,1,2470992,0
414,5,Monday,GraphImage,neutral,23480,False,2155,0,56.71497584541063,0,5.205314009661835,0,0,2470992,0
415,5,Monday,GraphVideo,neutral,23090,False,2070,265882,55.63855421686747,640.6795180722892,4.9879518072289155,0,0,2470992,0
422,21,Sunday,GraphVideo,positive,11123,False,403,204103,26.35781990521327,483.6563981042654,0.9549763033175356,4,14,2470992,0
423,21,Sunday,GraphVideo,neutral,33806,False,3655,335391,79.91962174940899,792.886524822695,8.64066193853428,0,0,2470992,0
423,20,Sunday,GraphSidecar,neutral,18676,False,2701,0,44.15130023640662,0,6.385342789598108,0,0,2470992,0
424,19,Sunday,GraphVideo,neutral,6125,False,352,54631,14.445754716981131,128.84669811320754,0.8301886792452831,0,2,2470992,0
424,19,Sunday,GraphVideo,negative,39474,False,3234,327827,93.09905660377359,773.1768867924528,7.627358490566038,0,0,2470992,0
425,19,Sunday,GraphVideo,neutral,27845,False,2880,275990,65.51764705882353,649.3882352941176,6.776470588235294,0,0,2470992,0
426,18,Sunday,GraphVideo,positive,1964,True,54,19380,4.610328638497653,45.49295774647887,0.1267605633802817,19,2,2470992,0
426,18,Sunday,GraphImage,negative,17204,False,1070,0,40.3849765258216,0,2.511737089201878,0,0,2470992,0
426,17,Sunday,GraphVideo,neutral,33109,False,4134,314803,77.72065727699531,738.9741784037559,9.704225352112676,0,0,2470992,0
427,16,Sunday,GraphSidecar,positive,3042,True,93,0,7.124121779859485,0,0.21779859484777517,0,7,2470992,0
427,16,Sunday,GraphVideo,neutral,28591,False,4010,266509,66.95784543325527,624.1428571428571,9.391100702576113,0,0,2470992,0
428,16,Sunday,GraphImage,neutral,24290,False,1992,0,56.75233644859813,0,4.654205607476635,0,0,2470992,0
429,15,Sunday,GraphSidecar,neutral,13755,False,387,0,32.06293706293706,0,0.9020979020979021,0,3,2470992,0
429,14,Sunday,GraphImage,neutral,34362,False,2077,0,80.0979020979021,0,4.841491841491841,0,0,2470992,0
429,14,Sunday,GraphVideo,neutral,15846,False,2730,185349,36.93706293706294,432.04895104895104,6.363636363636363,0,0,2470992,0
430,13,Sunday,GraphVideo,neutral,32053,False,1987,273435,74.54186046511627,635.8953488372093,4.620930232558139,0,0,2470992,0
431,13,Sunday,GraphImage,positive,11671,False,749,0,27.078886310904874,0,1.7378190255220418,0,0,2470992,0
432,12,Sunday,GraphVideo,neutral,2786,False,94,42910,6.449074074074074,99.32870370370371,0.2175925925925926,6,1,2470992,0
432,12,Sunday,GraphImage,neutral,18301,False,1328,0,42.363425925925924,0,3.074074074074074,0,0,2470992,0
432,11,Sunday,GraphSidecar,negative,32922,False,3262,0,76.20833333333333,0,7.550925925925926,0,0,2470992,0
433,10,Sunday,GraphSidecar,neutral,2814,True,0,0,6.498845265588915,0,0.0,0,5,2470992,0
434,10,Sunday,GraphSidecar,neutral,12065,False,1156,0,27.79953917050691,0,2.6635944700460827,0,0,2470992,0
434,10,Sunday,GraphVideo,negative,34950,False,3523,251515,80.52995391705069,579.5276497695853,8.117511520737327,0,0,2470992,0
435,8,Sunday,GraphSidecar,positive,4878,True,118,0,11.213793103448277,0,0.271264367816092,5,2,2470992,0
435,8,Sunday,GraphVideo,neutral,54767,False,3763,372903,125.90114942528736,857.248275862069,8.650574712643678,0,0,2470992,0
435,8,Sunday,GraphSidecar,neutral,8563,False,673,0,19.68505747126437,0,1.547126436781609,0,0,2470992,0
436,7,Sunday,GraphVideo,neutral,2329,True,0,35475,5.341743119266055,81.36467889908256,0.0,0,1,2470992,0
437,7,Sunday,GraphImage,negative,12983,False,1977,0,29.709382151029747,0,4.524027459954233,0,0,2470992,0
437,6,Sunday,GraphVideo,neutral,24002,False,2214,275929,54.924485125858126,631.4164759725401,5.066361556064074,0,1,2470992,0
438,5,Sunday,GraphVideo,positive,7330,False,216,83554,16.735159817351597,190.76255707762556,0.4931506849315068,0,3,2470992,0
438,5,Sunday,GraphVideo,neutral,29794,False,3732,294911,68.0228310502283,673.3127853881278,8.520547945205479,0,0,2470992,0
439,5,Sunday,GraphImage,negative,17516,False,2158,0,39.899772209567196,0,4.9157175398633255,0,0,2470992,0
448,20,Saturday,GraphVideo,neutral,4375,False,228,80101,9.765625,178.796875,0.5089285714285714,1,0,2470992,0
448,20,Saturday,GraphImage,negative,25188,False,2755,0,56.223214285714285,0,6.149553571428571,0,0,2470992,0
448,19,Saturday,GraphVideo,negative,23370,False,2430,261528,52.16517857142857,583.7678571428571,5.424107142857143,0,0,2470992,0
449,18,Saturday,GraphVideo,positive,2742,True,123,40604,6.106904231625835,90.43207126948775,0.2739420935412027,18,1,2470992,0
449,18,Saturday,GraphImage,neutral,20635,False,1843,0,45.957683741648104,0,4.10467706013363,0,0,2470992,0
450,18,Saturday,GraphVideo,neutral,23766,False,2227,221627,52.81333333333333,492.50444444444446,4.948888888888889,0,0,2470992,0
451,17,Saturday,GraphSidecar,neutral,8217,False,310,0,18.21951219512195,0,0.6873614190687362,0,2,2470992,0
451,16,Saturday,GraphSidecar,neutral,21422,False,2108,0,47.49889135254989,0,4.674057649667406,0,0,2470992,0
451,16,Saturday,GraphImage,negative,17603,False,2156,0,39.031042128603104,0,4.780487804878049,0,0,2470992,0
452,15,Saturday,GraphVideo,positive,4436,True,51,71308,9.814159292035399,157.76106194690266,0.11283185840707964,0,0,2470992,0
452,15,Saturday,GraphImage,neutral,15395,False,1207,0,34.059734513274336,0,2.670353982300885,0,0,2470992,0
453,15,Saturday,GraphVideo,neutral,18258,False,1186,191758,40.3046357615894,423.30684326710815,2.618101545253863,0,0,2470992,0
454,14,Saturday,GraphVideo,neutral,5363,False,190,55561,11.812775330396477,122.38105726872247,0.4185022026431718,5,5,2470992,0
454,14,Saturday,GraphImage,negative,11319,False,650,0,24.931718061674008,0,1.4317180616740088,0,0,2470992,0
454,13,Saturday,GraphVideo,neutral,93252,False,4483,375838,205.40088105726872,827.8370044052864,9.874449339207048,0,0,2470992,0
455,12,Saturday,GraphSidecar,neutral,9180,False,166,0,20.175824175824175,0,0.3648351648351648,11,12,2470992,0
455,12,Saturday,GraphImage,negative,15201,False,3326,0,33.40879120879121,0,7.30989010989011,0,0,2470992,0
456,12,Saturday,GraphVideo,neutral,54023,False,6522,340915,118.47149122807018,747.6206140350877,14.302631578947368,0,0,2470992,0
456,11,Saturday,GraphVideo,negative,7217,False,677,120698,15.826754385964913,264.68859649122805,1.4846491228070176,0,2,2470992,0
457,11,Saturday,GraphImage,neutral,17077,False,1353,0,37.36761487964989,0,2.9606126914660833,0,0,2470992,0
457,11,Saturday,GraphVideo,neutral,21246,False,1456,191163,46.49015317286652,418.29978118161927,3.185995623632385,0,0,2470992,0
458,10,Saturday,GraphSidecar,neutral,5488,False,253,0,11.982532751091703,0,0.5524017467248908,0,1,2470992,0
458,9,Saturday,GraphImage,neutral,31219,False,4774,0,68.16375545851528,0,10.423580786026202,0,0,2470992,0
458,9,Saturday,GraphVideo,negative,46390,False,6439,395614,101.2882096069869,863.7860262008734,14.058951965065502,0,0,2470992,0
459,8,Saturday,GraphVideo,neutral,1910,False,62,20192,4.1612200435729845,43.99128540305011,0.13507625272331156,2,1,2470992,0
460,8,Saturday,GraphVideo,neutral,14596,False,802,177520,31.730434782608697,385.9130434782609,1.7434782608695651,0,0,2470992,0
460,8,Saturday,GraphImage,positive,27065,False,6033,0,58.83695652173913,0,13.115217391304348,0,0,2470992,0
461,7,Saturday,GraphSidecar,neutral,9548,False,151,0,20.711496746203906,0,0.3275488069414317,1,3,2470992,0
461,6,Saturday,GraphVideo,neutral,52344,False,3587,332051,113.54446854663775,720.2841648590022,7.780911062906725,0,0,2470992,0
461,6,Saturday,GraphImage,neutral,8936,False,798,0,19.383947939262473,0,1.7310195227765726,0,0,2470992,0
462,5,Saturday,GraphVideo,negative,4484,False,222,52162,9.705627705627705,112.9047619047619,0.4805194805194805,0,1,2470992,0
463,5,Saturday,GraphVideo,negative,21598,False,1826,273358,46.64794816414687,590.4060475161987,3.9438444924406046,0,0,2470992,0
463,5,Saturday,GraphImage,neutral,14512,False,1649,0,31.34341252699784,0,3.5615550755939527,0,0,2470992,0
472,19,Friday,GraphSidecar,positive,3170,True,0,0,6.716101694915254,0,0.0,0,6,2470992,0
472,19,Friday,GraphImage,negative,20637,False,1241,0,43.722457627118644,0,2.6292372881355934,0,0,2470992,0
472,19,Friday,GraphImage,negative,39039,False,6591,0,82.70974576271186,0,13.963983050847459,0,0,2470992,0
473,18,Friday,GraphVideo,negative,2976,True,284,51645,6.291754756871036,109.18604651162791,0.6004228329809725,1,1,2470992,0
474,18,Friday,GraphImage,neutral,11561,False,755,0,24.390295358649787,0,1.5928270042194093,0,0,2470992,0
474,18,Friday,GraphVideo,negative,23354,False,3561,260051,49.270042194092824,548.6308016877637,7.512658227848101,0,0,2470992,0
475,17,Friday,GraphImage,neutral,1650,True,0,0,3.473684210526316,0,0.0,2,1,2470992,0
475,16,Friday,GraphImage,neutral,9516,False,394,0,20.033684210526317,0,0.8294736842105264,0,0,2470992,0
475,16,Friday,GraphImage,neutral,63554,False,3965,0,133.7978947368421,0,8.347368421052632,0,0,2470992,0
476,15,Friday,GraphVideo,neutral,1921,True,77,24346,4.035714285714286,51.14705882352941,0.16176470588235295,3,3,2470992,0
476,15,Friday,GraphVideo,neutral,14883,False,2191,169813,31.266806722689076,356.75,4.602941176470588,0,0,2470992,0
477,15,Friday,GraphImage,negative,23279,False,1440,0,48.80293501048218,0,3.018867924528302,0,0,2470992,0
477,14,Friday,GraphVideo,neutral,5213,False,264,80094,10.928721174004194,167.91194968553458,0.5534591194968553,1,6,2470992,0
478,14,Friday,GraphImage,negative,26437,False,3254,0,55.30753138075314,0,6.807531380753138,0,0,2470992,0
478,14,Friday,GraphVideo,positive,45196,False,3284,305424,94.55230125523012,638.9623430962343,6.870292887029288,0,0,2470992,0
479,12,Friday,GraphVideo,neutral,1481,True,72,24962,3.0918580375782883,52.11273486430063,0.15031315240083507,0,0,2470992,0
